EDCS-ID	publication	province	place	dating_from	dating_to	date_not_before	date_not_after	status	inscription	inscription_conservative_cleaning	inscription_interpretive_cleaning	material	comment	latitude	longitude	language	photo	partner_link	extra_text	extra_html	raw_dating
EDCS-15300182	CIL 08, 00643	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  viri	C(aius) Iuliu[s 3] / Quir(ina) [	C Iuliu Quir	Caius Iulius Quirina	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00643.htm			
EDCS-15300183	CIL 08, 00644 = CIL 08, 11844	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	Dis Manib(us) sacr(um) / Q(uintus) Iulius Felix pie vix(it) / annis LX / h(ic) s(itus) e(st)	Dis Manib sacr Q Iulius Felix pie vix annis LX h s e	Dis Manibus sacrum Quintus Iulius Felix pie vixit annis LX hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00643.htm			
EDCS-15300184	CIL 08, 00645 = CIL 08, 11785 = CLEAfr-02, 00055	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					carmina;  tituli operum;  tria nomina;  viri	[Iulius Maximus huius oper]is conditor / [sibi suisque posteris sponte tribui]t muneri / [ut semper Manes securum habit]are[nt locu]m	is conditor t muneri are m	Iulius Maximus huius operis conditor sibi suis que posteris sponte tribuit muneri ut semper Manes securum habitarent locum	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00645.htm;m|appe|0444			
EDCS-15300185	CIL 08, 00646 (p 2372) = CIL 08, 11786 = ILTun-01, 00517 = CLE +00116 = AfrRom-17-04-2383 = CLEAfrique 00023b	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					carmina;  tituli operum;  tria nomina;  viri	C(aio) Iulio Proculo Fortunatiano pater / filio memoriae titulum sibi erepto reddidit / in annis viginti duobus quos Parcae praefinierant edito / innumeris vitae laudibus omnem aetatem reddidit / nam puer pubertatis exempla opt<i=U>ma bene vivendo dedit / pubertatis initia iuvenili corde edidit / iuventutis vitam max<i=U>ma exornavit gloria / sic namque ut in exiguo tempore multis annis vixerit / puer ingenio validus pubes pudicus iuvenis orator fuit / et publicas aures togatus studiis delectavit suis / in parvo itaque tempore vita multis laudibus / inque isto patrio opere iuvenis [nunc] ut senex / perpetua quiescit requie conditori [per]grato spiritu	C Iulio Proculo Fortunatiano pater filio memoriae titulum sibi erepto reddidit in annis viginti duobus quos Parcae praefinierant edito innumeris vitae laudibus omnem aetatem reddidit nam puer pubertatis exempla optUma bene vivendo dedit pubertatis initia iuvenili corde edidit iuventutis vitam maxUma exornavit gloria sic nam que ut in exiguo tempore multis annis vixerit puer ingenio validus pubes pudicus iuvenis orator fuit et publicas aures togatus studiis delectavit suis in parvo ita que tempore vita multis laudibus in que isto patrio opere iuvenis ut senex perpetua quiescit requie conditori grato spiritu	Caio Iulio Proculo Fortunatiano pater filio memoriae titulum sibi erepto reddidit in annis viginti duobus quos Parcae praefinierant edito innumeris vitae laudibus omnem aetatem reddidit nam puer pubertatis exempla optima bene vivendo dedit pubertatis initia iuvenili corde edidit iuventutis vitam maxima exornavit gloria sic nam que ut in exiguo tempore multis annis vixerit puer ingenio validus pubes pudicus iuvenis orator fuit et publicas aures togatus studiis delectavit suis in parvo ita que tempore vita multis laudibus in que isto patrio opere iuvenis nunc ut senex perpetua quiescit requie conditori pergrato spiritu	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0002235;Z00646.htm;Z00646-647-648_comment.htm			
EDCS-15300186	CIL 08, 00647 (p 2372) = CIL 08, 11787 = ILTun-01, 00518 = CLE +00116 = CLEAfrique 00023a	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					carmina;  mulieres;  tituli operum;  tituli sepulcrales;  tria nomina;  viri	Palliae Saturninae Iulius Maximus quondam suae / hanc operi(s) struem dicavit semper ut haberet muneri / simulque memoriam piae coniugis faceret lectori / inque eo suo tempore semet cum ea concluderet / in annis triginta quibus datum est / sat probe mulier cum viro vixit suo / nihil potius cupiens quam ut sua gauderet domus / nam in rebus mariti et suis mater communis iuvenis / simplici animo vivens vix muliebrem mundum vindicabat sibi / in virum religiosa in se pudica in familia mater fuit / irasci numquam aut insidire quemquam noverat / cultu neglecto corporis moribus se ornabat suis / et n[e]m[ine de] fami[l]ia pudore solo comitabatur suo	Palliae Saturninae Iulius Maximus quondam suae hanc operi struem dicavit semper ut haberet muneri simul que memoriam piae coniugis faceret lectori in que eo suo tempore semet cum ea concluderet in annis triginta quibus datum est sat probe mulier cum viro vixit suo nihil potius cupiens quam ut sua gauderet domus nam in rebus mariti et suis mater communis iuvenis simplici animo vivens vix muliebrem mundum vindicabat sibi in virum religiosa in se pudica in familia mater fuit irasci numquam aut insidire quemquam noverat cultu neglecto corporis moribus se ornabat suis et n m fami ia pudore solo comitabatur suo	Palliae Saturninae Iulius Maximus quondam suae hanc operis struem dicavit semper ut haberet muneri simul que memoriam piae coniugis faceret lectori in que eo suo tempore semet cum ea concluderet in annis triginta quibus datum est sat probe mulier cum viro vixit suo nihil potius cupiens quam ut sua gauderet domus nam in rebus mariti et suis mater communis iuvenis simplici animo vivens vix muliebrem mundum vindicabat sibi in virum religiosa in se pudica in familia mater fuit irasci numquam aut insidire quemquam noverat cultu neglecto corporis moribus se ornabat suis et nemine de familia pudore solo comitabatur suo	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007489;Z00647.htm;Z00646-647-648_comment.htm			
EDCS-15300187	CIL 08, 00648 = CIL 08, 11788 = ILTun-01, 00519 = CLE +00116	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					carmina;  mulieres;  sacerdotes pagani;  viri	]M[3]ER[3] / [3]ORE inquibus eum vicit obsequio / priore flam[3]tur quod semper optavit sibi / et frater cum V[3] virgo bis denis morata orbibus / MOSVA[3] leves hic sepulta semper vivit sibi	M ER ORE inquibus eum vicit obsequio priore flam tur quod semper optavit sibi et frater cum V virgo bis denis morata orbibus MOSVA leves hic sepulta semper vivit sibi	M ER ORE inquibus eum vicit obsequio priore flam tur quod semper optavit sibi et frater cum V virgo bis denis morata orbibus MOSVA leves hic sepulta semper vivit sibi	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0049954;Z00648.htm;Z00646-647-648_comment.htm			
EDCS-15300188	CIL 08, 00649 (p 1219)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	M(arcus) Iul(ius) Maxi(mus) Flav(ianus)	M Iul Maxi Flav	Marcus Iulius Maximus Flavianus	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007491;Z00649.htm			
EDCS-15400775	CIL 08, 00650 (p 1219)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	Pal(lia) Sat(urnina)	Pal Sat	Pallia Saturnina	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007492;Z00650.htm			
EDCS-15400776	CIL 08, 00651 (p 1219)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	C(aius) Iul(ius) For(tunatianus)	C Iul For	Caius Iulius Fortunatianus	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00651.htm			
EDCS-15400777	CIL 08, 00652 (p 1219)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  nomen singulare;  tituli sepulcrales	Victo/rina	Victorina	Victorina	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007570;Z00651.htm			
EDCS-15400778	CIL 08, 00653 (p 1219) = ILTun-01, 00520	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	M(arci) Iul(i) Maxi/mi condito/ris	M Iul Maximi conditoris	Marci Iuli Maximi conditoris	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007571;Z00651.htm			
EDCS-15400779	CIL 08, 00654 = CIL 08, 11789	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	Aucro/nia Rog(a)/<t=I>ia[na	Aucronia RogIiana	Aucronia Rogatiana	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0000375	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007572;Z00651.htm;bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=11789			
EDCS-15400780	CIL 08, 00655 = CIL 08, 11790	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / C(aius) Iulius Mo[n]/tanus / iun[i]/or vixit / an[n(os) 3] / C(aius) Iulius [Pr]i/mus(?) vixit / an(n)is IIII h(ic) [s(itus) e(st)] / Iulii Secu[n]/dianus et [Co]/ronat[a] / parenti[s	D M s C Iulius Mo tanus iun or vixit an C Iulius imus vixit anis IIII h Iulii Secu dianus et ronat parentis	Dis Manibus sacrum Caius Iulius Montanus iunior vixit annos Caius Iulius Primus vixit annis IIII hic situs est Iulii Secundianus et Coronata parentis	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00655.htm;bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=11790			
EDCS-15400781	CIL 08, 00656 (p 927) = CIL 08, 11791 = Mactaris-03, 00024	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  officium/professio;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) // Magni/a Maxi/ma vi<x=C>(it) / an(nis) LXXXV // C(aius) Valeri/us Felix ar/t(e?) hon(oratus?) piu/s v(ixit) a(nnis) LXXX / h(ic) s(itus) e(st) // Valeria / Maximilla / vixit an/nis II / mense I // C(aius) Valerius / Vindemi/alis vixit annis(!) I m(ensibus) / XI die(bu)s XXIII	D M s Magnia Maxima viC an LXXXV C Valerius Felix art hon pius v a LXXX h s e Valeria Maximilla vixit annis II mense I C Valerius Vindemialis vixit annis I m XI dies XXIII	Dis Manibus sacrum Magnia Maxima vixit annis LXXXV Caius Valerius Felix arte honoratus pius vixit annis LXXX hic situs est Valeria Maximilla vixit annis II mense I Caius Valerius Vindemialis vixit annis I mensibus XI diebus XXIII	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007574;Z00656.htm;bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=11791			
EDCS-15400782	CIL 08, 00657 (p 2372)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	D(is) M(anibus) s(acrum) / Mantia P(ubli) f(ilia) / Tertulla pia / v(ixit) a(nnos) LIII / h(ic) s(ita) e(st)	D M s Mantia P f Tertulla pia v a LIII h s e	Dis Manibus sacrum Mantia Publi filia Tertulla pia vixit annos LIII hic sita est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00657.htm			
EDCS-15400783	CIL 08, 00658	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	L(ucius) Naevius M[a]/ximus pius v/ixit an(nos) XX m(enses) XI / h(ic) s(itus) e(st)	L Naevius M ximus pius vixit an XX m XI h s e	Lucius Naevius Maximus pius vixit annos XX menses XI hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00658.htm			
EDCS-15400784	CIL 08, 00659	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	Porcius Ma/ximus H[u]mi/lis pius v(ixit) / a(nnos) XX	Porcius Maximus H milis pius v a XX	Porcius Maximus Humilis pius vixit annos XX	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00659.htm			
EDCS-15400785	CIL 08, 00660 (p 2372) = Mactaris-01, 00012	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	Q(uintus) Refrius C(ai) f(ilius) Aem(ilia) / Africanus / pius vix(it) annis / LXXVII h(ic) s(itus) e(st) / s(it) t(ibi) t(erra) l(evis)	Q Refrius C f Aem Africanus pius vix annis LXXVII h s e s t t l	Quintus Refrius Cai filius Aemilia Africanus pius vixit annis LXXVII hic situs est sit tibi terra levis	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00660.htm			
EDCS-15400786	CIL 08, 00661	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Se<m=N>pron/ius Satur/ninus / vixit an(n)i/s XXXXV h(ic) s(itus) e(st) // D(is) M(anibus) s(acrum) / c(oniugi) o(ptima) S(empronia) Victor/ia	D M s SeNpronius Saturninus vixit anis XXXXV h s e D M s c o S Victoria	Dis Manibus sacrum Sempronius Saturninus vixit annis XXXXV hic situs est Dis Manibus sacrum coniugi optima Sempronia Victoria	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00661.htm			
EDCS-15400787	CIL 08, 00662	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina	Terentia Prima / pia vix(it) a(nnos) LXXX / h(ic) s(ita) e(st)	Terentia Prima pia vix a LXXX h s e	Terentia Prima pia vixit annos LXXX hic sita est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00662.htm			
EDCS-15400788	CIL 08, 00663 (p 2373) = ILTun-01, 00521	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Vesta Ianuaria p(ia) v(ixit) a(nnos) LXVI / Q(uintus) Caecilius Secundus pius [	D M s Vesta Ianuaria p v a LXVI Q Caecilius Secundus pius	Dis Manibus sacrum Vesta Ianuaria pia vixit annos LXVI Quintus Caecilius Secundus pius	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00663.htm			
EDCS-15400789	CIL 08, 00664 = CIL 08, 11792	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					liberti/libertae;  tituli sepulcrales;  tria nomina;  viri	L(ucius) Victrius [L(uci) l(ibertus)] / Polybius pius / vix(it) ann(os) XXV / h(ic) s(itus) e(st)	L Victrius Polybius pius vix ann XXV h s e	Lucius Victrius Luci libertus Polybius pius vixit annos XXV hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00663.htm			
EDCS-15400790	CIL 08, 00665 (p 1219)	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales	D(is) M(anibus) s(acrum)	D M s	Dis Manibus sacrum	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00665.htm			
EDCS-15400791	CIL 08, 00666	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  viri	D(is) M(anibus) s(acrum) / [3]NAIO[3]ECOHE[3] / [3]gittario [3]MIH[	D M s NAIO ECOHE gittario MIH	Dis Manibus sacrum NAIO ECOHE gittario MIH	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00665.htm			
EDCS-15400792	CIL 08, 00667 (p 2373) = CIL 08, 11843 = ILPBardo 00107 = Mactaris-02, 00007	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Iu[l]ius Fa[s]ir(?) / v[ixi]t annis / XLV h(ic) s(itus) e(st)	D M s Iu ius Fa ir v t annis XLV h s e	Dis Manibus sacrum Iulius Fasir vixit annis XLV hic situs est	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILPBardo_00107.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00667.htm			
EDCS-15400793	CIL 08, 00668	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sepulcrales	]NNV[3] / [3]OP[3] / vixit ann(os) / X / h(ic) s(itus?) e(st)	NNV OP vixit ann X h s e	NNV OP vixit annos X hic situs est	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00668.htm			
EDCS-15400794	CIL 08, 00669 = CIL 08, 11793	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris						]tus [	tus	tus	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00669.htm			
EDCS-15400795	CIL 08, 00670 (p 1219) = ILCV 02646 = ICMactar-12, 00019 = ILTun-01, 00522	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri	Fla<v=B>ius / Argutio / in pace <v=B>/i{c}xit an/nis XXX m/ense un<o=V> / die(bu)s XXIIII	FlaBius Argutio in pace Bicxit annis XXX mense unV dies XXIIII	Flavius Argutio in pace vixit annis XXX mense uno diebus XXIIII	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007588;Z00670.htm;bu_ILTun%26bibl_volume=%26bibl_subvolume=%26bibl_insc=522			
EDCS-15400796	CIL 08, 00671 = CIL 08, 11794 = ILCV 01381b = ICMactar-12, 00020 = ILTun-01, 00523	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri	Licinius Gu/[l]osus [f]ideli/[s i]n pace vixit / ann(is) LVIII m(ensibus) / VIII d(iebus) V dep(ositus) VI / K(a)l(endas) Iulias	Licinius Gu osus ideli n pace vixit ann LVIII m VIII d V dep VI Kl Iulias	Licinius Gulosus fidelis in pace vixit annis LVIII mensibus VIII diebus V depositus VI Kalendas Iulias	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ICMactar-12_00020.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007590;Z00671.htm			
EDCS-15400797	CIL 08, 00672 = ILCV 01381c = ICMactar-12, 00021 = ILTun-01, 00524	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  nomen singulare;  tituli sepulcrales;  viri	Paulinu/s fidelis in / pace vixit a/nnis pl(us) mi(nu)s X / me(nsibu)s X (h)oras(!) V	Paulinus fidelis in pace vixit annis pl mis X mes X oras V	Paulinus fidelis in pace vixit annis plus minus X mensibus X horas V	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00671.htm;bu_ILTun%26bibl_volume=%26bibl_subvolume=%26bibl_insc=524			
EDCS-15400798	CIL 08, 00673 (p 2372) = ILCV 03941 = ICMactar-12, 00002	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  tituli sepulcrales;  tria nomina;  viri	D(is) M(anibus) s(acrum) / Pompe/ius Cer/cadio in / pace vix(it) / annis XV / me(nsibus) V	D M s Pompeius Cercadio in pace vix annis XV me V	Dis Manibus sacrum Pompeius Cercadio in pace vixit annis XV mensibus V	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=Z00673.htm			
EDCS-15400799	CIL 08, 00674 = ICMactar-12, 00022 = ILTun-01, 00525	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					inscriptiones christianae;  mulieres;  tituli sepulcrales	D(is) M(anibus) s(acrum) / Tria[3]/ria vix[it] / [a]n(nos) IX [	D M s Tria ria vix n IX	Dis Manibus sacrum Tria ria vixit annos IX	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0007593;Z00674.htm			
EDCS-15400800	CIL 08, 00676 = CIL 08, 11828 = CIL 08, 23427 = ILTun-01, 00543 = CLE 00099 = CLE 01870	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					carmina;  tituli operum;  viri	Solvi lib[enter corp]us in patrio solo [3] / meritis [onustus(?) et sol]utus taedio [3] / [pa]cem q[uietam ia]m dego et timeo nihil [3] / quae res mort[a]lis vique quaque maceran[t 3]/ miserosque reddunt et suspensos enecant[3] / animosque torquent gravius poena V[3] / [3 so]lacium [3] / [3]ns permanet [3] / [3]stium [ // ] aeditu[3] / [3]itum[3] / [3]nata DIO[3] // ] II DIGNIS VIO[3]II[3]V[3] / [3] despiciens et fortunas AL[3] / [3]dis Iucustio colonicus D[	Solvi lib us in patrio solo meritis utus taedio cem q m dego et timeo nihil quae res mort lis vi que qua que maceran miseros que reddunt et suspensos enecant animos que torquent gravius poena V lacium ns permanet stium aeditu itum nata DIO II DIGNIS VIO II V despiciens et fortunas AL dis Iucustio colonicus D	Solvi libenter corpus in patrio solo meritis onustus et solutus taedio pacem quietam iam dego et timeo nihil quae res mortalis vi que qua que macerant miseros que reddunt et suspensos enecant animos que torquent gravius poena V solacium ns permanet stium aeditu itum nata DIO II DIGNIS VIO II V despiciens et fortunas AL dis Iucustio colonicus D	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_08_00676.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0054208;ko0054205;ko0007595;Z00676.htm;Z00676_bis.htm;m|ce|0099;m|ce|1870;bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=11828			
EDCS-23200443	CIL 08, 11795 (p 2372) = Hygiae p 66 = BonaDea 00140	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					mulieres;  tituli sacri;  tria nomina	Bon(a)e Deae / August(ae) sacr(um) / Iulia Casta Fe/licitas votum / solvit l(ibens) a(nimo)	Bone Deae August sacr Iulia Casta Felicitas votum solvit l a	Bonae Deae Augustae sacrum Iulia Casta Felicitas votum solvit libens animo	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=bu_CIL%26bibl_volume=8%26bibl_subvolume=%26bibl_insc=11795			
EDCS-23200444	CIL 08, 11797 (p 2372) = D 03325 (p 181) = CCCA-05, 00078	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					tituli sacri	M(atri) M(agnae) et / I(ano) P(atri) Aug(usto)	M M et I P Aug	Matri Magnae et Iano Patri Augusto	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=de-b0043			
EDCS-23200445	CIL 08, 11799 = ILAfr 00200 = BCTH-1955/56-178 = AE 1960, 00114 = LBIRNA 00227 = AE 2018, 01913	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris	170	171	170	171	Augusti/Augustae;  ordo senatorius;  tituli honorarii;  tituli operum;  tituli sacri;  tria nomina;  viri	[Pro salute] Imp(eratoris) Caes(aris) M(arci) Aureli Ant/onini Aug(usti) Armeniaci Parthici Medici / maximi p(atris) p(atriae) trib(unicia) pot(estate) XXIIII co(n)s(ulis) III / [imp(eratoris) V 3 therm]as(?) M[ac]taritanor[um] / restitutas a/nno Sexti Laterani proco(n)s(ulis) c(larissimi) v(iri) L(ucius) Rupilius Au[	Imp Caes M Aureli Antonini Aug Armeniaci Parthici Medici maximi p p trib pot XXIIII cos III as M taritanor restitutas anno Sexti Laterani procos c v L Rupilius Au	Pro salute Imperatoris Caesaris Marci Aureli Antonini Augusti Armeniaci Parthici Medici maximi patris patriae tribunicia potestate XXIIII consulis III imperatoris V thermas Mactaritanorum restitutas anno Sexti Laterani proconsulis clarissimi viri Lucius Rupilius Au	lapis		35.8571565	9.2014433		http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_08_11799_1.jpg;$CIL_08_11799_2.jpg	http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD030844;HD018754			170 to 171
EDCS-23200447	CIL 08, 11801 = D 00458	Africa proconsularis	Maktar / Makthar / Mactar / Makthars / Mactaris					Augusti/Augustae;  litterae erasae;  tituli honorarii;  tituli sacri;  viri	⟦[P(ublio) Septimio Getae]⟧ / ⟦Caes(ari)⟧ / Imp(eratoris) Caes(aris) L(uci) Septimi Severi / Pii Pertinacis Aug(usti) Arab(ici) / Adiab(enici) Part(hici) max(imi) fortissi/mi felicissimi pont(ificis) max(imi) / trib(unicia) potest(ate) VII imp(eratoris) XI co(n)s(ulis) II / p(atris) p(atriae) proco(n)s(ulis) ⟦f[il(io)]⟧ / Imp(eratoris) Caes(aris) M(arci) Aureli Antonini Aug(usti) / trib(unicia) potest(ate) II proco(n)s(ulis) ⟦f[ratri]⟧ / divi M(arci) Antonini Pii Ger(manici) Sarm(atici) / ⟦[nep(oti)]⟧ divi Antonini Pii ⟦p[ronep(oti)⟧ /] divi Hadriani ⟦a[bnep(oti)]⟧ divi Traia/ni Part(hici) et divi Nervae ⟦a[dnep(oti)]⟧ col(onia) Ae/lia Aurelia Mactaris d(ecreto) d(ecurionum) p(ecunia) p(ublica)	⟦ ⟧ ⟦Caes⟧ Imp Caes L Septimi Severi Pii Pertinacis Aug Arab Adiab Part max fortissimi felicissimi pont max trib potest VII imp XI cos II p p procos ⟦f ⟧ Imp Caes M Aureli Antonini Aug trib potest II procos ⟦f ⟧ divi M Antonini Pii Ger Sarm ⟦ ⟧ divi Antonini Pii ⟦p divi Hadriani ⟦a ⟧ divi Traiani Part et divi Nervae ⟦a ⟧ col Aelia Aurelia Mactaris d d p p	⟦Publio Septimio Getae⟧ ⟦Caesari⟧ Imperatoris Caesaris Luci Septimi Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi fortissimi felicissimi pontificis maximi tribunicia potestate VII imperatoris XI consulis II patris patriae proconsulis ⟦filio⟧ Imperatoris Caesaris Marci Aureli Antonini Augusti tribunicia potestate II proconsulis ⟦fratri⟧ divi Marci Antonini Pii Germanici Sarmatici ⟦nepoti⟧ divi Antonini Pii ⟦pronepoti⟧ divi Hadriani ⟦abnepoti⟧ divi Traiani Parthici et divi Nervae ⟦adnepoti⟧ colonia Aelia Aurelia Mactaris decreto decurionum pecunia publica	lapis		35.8571565	9.2014433			http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0012116;de-a0111			
